OBJECTID,AFFGEOID,TRACTCE,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,SHAPE_Length,SHAPE_Area
4056,1400000US37183050100,50100,37, North Carolina,NC,37183, Wake,37183050100,"Census Tract 501, Wake County, North Carolina",0.82799497,3731,632,1572,58,1384,118,425,152,139,85,32367,7158,466,222,310,55,253,81,312,146,44,45.6,1504,730.3,112,84.2,1013,123.2,0,12,8,18.4,225,87,1392,542,17.1,5.8,8,4.7,32367,7158,15.9,5.9,8.3,2.1,6.8,1.8,12.5,5.7,3.2,3.3,40.3,18.3,3,2.2,64.4,7.5,0,2.2,0.6,1.3,16.3,6.2,37.3,13.1,0.6218,0.4575,0.2783,0.6596,2.0172,0.5153,0.1836,0.0303,0.526,0.1214,0.8614,0.043,0.6305,0.6655,1.296,0.6809,0.9681,0,0.2735,0.8388,0.985,3.0653,0.7974,7.24,0.4952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,530,253,21.2,8.3,36340,0.057841285288652,0.0002135611155
4057,1400000US37183050300,50300,37, North Carolina,NC,37183, Wake,37183050300,"Census Tract 503, Wake County, North Carolina",0.4015901,2546,232,2081,39,1786,129,456,138,116,62,56305,15399,214,85,360,103,133,61,393,102,50,49.7,602,340.3,10,48.8,1274,163.8,25,36,21,28.6,340,104,2,4,17.9,5.6,6.5,3.4,56305,15399,9.3,3.7,14.1,3.8,5.2,2.3,15.4,4.2,2.8,2.8,23.6,13.2,0.4,2,61.2,7.8,1.2,1.7,1.2,1.6,19,5.4,0.1,0.2,0.6437,0.3209,0.046,0.4132,1.4237,0.33,0.5311,0.024,0.7046,0.101,1.3607,0.1334,0.4562,0.2971,0.7533,0.3627,0.9638,0.5489,0.4041,0.8698,0.3662,3.1527,0.829,6.6904,0.4083,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,344,135,13.5,5.1,4792,0.047211763090365,0.000103650386
4058,1400000US37183050400,50400,37, North Carolina,NC,37183, Wake,37183050400,"Census Tract 504, Wake County, North Carolina",0.71277325,1912,297,856,50,813,57,115,63,56,63,35831,8208,58,33,186,44,199,43,185,52,9,9.9,494,334.1,0,48,167,42.9,0,12,0,17,85,32,413,276,7.6,4,4.9,4.9,35831,8208,4.6,2.6,9.7,2.7,10.4,1.6,9.7,2.8,1.1,1.2,25.8,17,0,2.6,19.5,4.9,0,4,0,2.1,10.5,4,21.6,14,0.2721,0.1819,0.2092,0.176,0.8392,0.1464,0.2576,0.0503,0.3197,0.0372,0.6648,0.0307,0.4838,0,0.4838,0.2142,0.7974,0,0,0.7252,0.9723,2.4949,0.5535,4.4828,0.1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,182,100,9.5,5.2,4167,0.062045979598141,0.000182456065
4059,1400000US37183050500,50500,37, North Carolina,NC,37183, Wake,37183050500,"Census Tract 505, Wake County, North Carolina",1.3018622,3581,408,1843,32,1744,71,1037,366,210,112,32140,5124,367,211,305,44,597,200,434,181,216,103.3,1309,543.5,60,87.8,123,64.4,8,13,39,46.6,276,93,35,61,29,8,9,4.5,32140,5124,13.5,6.7,8.5,1.5,16.7,5.3,12.1,4.4,12.4,5.9,36.6,14.6,1.8,2.6,6.7,3.5,0.4,0.7,2.2,2.7,15.8,5.4,1,1.7,0.8432,0.5404,0.2832,0.5827,2.2495,0.5861,0.194,0.1496,0.4977,0.7251,1.5664,0.2185,0.5979,0.5624,1.1603,0.6051,0.5792,0.4416,0.5706,0.8319,0.6842,3.1075,0.8131,8.0837,0.6217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,198,16.9,5,3393,0.087357076259265,0.0003368489825
4060,1400000US37183050600,50600,37, North Carolina,NC,37183, Wake,37183050600,"Census Tract 506, Wake County, North Carolina",0.63112233,4051,855,1336,70,1173,93,754,269,152,79,16646,4779,221,114,248,81,560,172,502,142,178,87.6,2881,958.8,0,48,101,60.9,0,12,35,34.7,289,109,1405,858,28.3,9.5,8.7,4.7,16646,4779,11.5,5.8,6.1,2.1,13.8,3.1,12.4,4.8,15.2,7.4,71.1,18.3,0,1.3,7.6,4.5,0,2.6,3,2.9,24.6,9.3,34.7,19.9,0.8342,0.5172,0.8357,0.507,2.6941,0.7152,0.0898,0.0861,0.5191,0.8224,1.5174,0.1958,0.8153,0,0.8153,0.3985,0.6033,0,0.655,0.9099,0.9833,3.1515,0.8287,8.1784,0.6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,709,187,17.5,5.2,3715,0.069728033199546,0.000162426613
4061,1400000US37183050700,50700,37, North Carolina,NC,37183, Wake,37183050700,"Census Tract 507, Wake County, North Carolina",0.74291623,3288,349,1483,84,1372,101,1001,259,236,99,18271,2128,254,93,418,67,842,195,442,94,192,60,2917,370,89,81.2,208,63.1,8,13,48,42.5,387,91,14,13,30.7,8,13.3,5.6,18271,2128,12.1,4.2,12.7,2.6,25.6,5.3,13.5,2.9,14,4.3,88.7,6.2,2.9,2.6,14,4.2,0.5,0.9,3.5,3.1,28.2,6.5,0.4,0.4,0.8627,0.7884,0.7825,0.5314,2.965,0.7885,0.4396,0.6867,0.5923,0.7861,2.5047,0.7954,0.9034,0.6565,1.5599,0.8182,0.7279,0.4574,0.6998,0.9272,0.5715,3.3839,0.8998,10.4135,0.9018,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,863,243,26.3,6.5,3464,0.07784593382357,0.0001904665675
4062,1400000US37183050800,50800,37, North Carolina,NC,37183, Wake,37183050800,"Census Tract 508, Wake County, North Carolina",0.85596458,4571,653,1121,43,915,80,1496,432,168,73,6053,871,1133,281,234,61,870,241,414,91,242,77.9,3498,707.4,299,124.3,82,32.2,0,12,172,70.8,326,72,1981,423,58.5,12.6,16.9,7.2,6053,871,36.8,5.7,5.1,1.4,19,4.5,16,4.6,26.4,8.2,76.5,11,7.1,2.8,7.3,2.9,0,3.1,18.8,7.6,35.6,7.2,43.3,6.9,0.9903,0.8901,0.9956,0.9471,3.8231,0.9871,0.0604,0.2461,0.7369,0.9733,2.0167,0.4921,0.8411,0.8137,1.6548,0.8636,0.5971,0,0.9724,0.9504,0.9876,3.5075,0.9288,11.002,0.9509,1,0,1,1,3,0,0,0,1,1,0,0,0,0,0,1,1,1,3,7,1079,400,41.8,11.1,6035,0.073779607542092,0.0002232797715
4063,1400000US37183050900,50900,37, North Carolina,NC,37183, Wake,37183050900,"Census Tract 509, Wake County, North Carolina",0.73084668,2906,455,912,63,676,63,1009,271,252,101,8621,1773,383,93,192,60,591,133,326,98,193,54.8,2423,582.1,20,49.4,32,24.7,34,38,42,27.6,216,63,1104,434,50.6,10.3,26.7,9,8621,1773,28.9,6.6,6.6,2.2,20.3,3.3,11.2,3.5,28.6,7.7,83.4,15.2,0.7,1.8,3.5,2.7,3.7,4.2,6.2,4,32,8.8,38,13.7,0.9789,0.9794,0.9892,0.8919,3.8393,0.9895,0.1079,0.3218,0.4311,0.9822,1.8431,0.3754,0.8752,0.389,1.2642,0.6637,0.4713,0.6664,0.8385,0.94,0.9853,3.9015,0.9858,10.8482,0.9402,1,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,1,1,2,6,639,167,22,5.1,6937,0.072647747679247,0.000187770621
4064,1400000US37183051000,51000,37, North Carolina,NC,37183, Wake,37183051000,"Census Tract 510, Wake County, North Carolina",0.37574288,2036,287,1323,28,1186,90,425,145,118,81,38072,9158,131,83,117,76,237,147,322,215,61,48.3,435,429.1,0,48,337,100.6,0,12,40,46.6,233,100,96,97,21.3,7.9,8.6,5.9,38072,9158,8.5,5.4,5.7,3.9,11.6,7,15.8,9.1,5.1,4.1,21.4,20.9,0,2.5,25.5,7.6,0,2.6,3.4,3.9,19.6,8,4.7,4.7,0.7217,0.5091,0.174,0.3742,1.7789,0.441,0.077,0.0608,0.7264,0.2556,1.1198,0.0736,0.4249,0,0.4249,0.1836,0.8493,0,0.6892,0.8752,0.8952,3.3088,0.8787,6.6324,0.3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,117,14.9,4.7,2538,0.062657182382874,9.71844190004006E-05
4065,1400000US37183051101,51101,37, North Carolina,NC,37183, Wake,37183051101,"Census Tract 511.01, Wake County, North Carolina",0.63157484,5475,431,650,62,586,60,899,322,184,91,5225,1069,125,62,61,31,321,98,147,87,114,71.2,1994,566.7,68,110.6,148,61.8,7,16,4,18,91,60,3742,353,51.3,16.1,10.3,5,5225,1069,13.3,5.9,1.1,0.6,5.9,1.7,2.7,1.6,19.5,12,36.4,9.9,1.3,2.1,22.8,9.3,1.1,2.5,0.7,3.1,15.5,9.6,68.3,3.6,0.9803,0.6344,0.9965,0.5756,3.1868,0.8459,0.0143,0.0264,0.0144,0.9111,0.9662,0.0521,0.5966,0.4917,1.0883,0.5657,0.8282,0.5403,0.301,0.8274,0.9928,3.4896,0.925,8.7309,0.7096,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,4,394,149,7.2,2.7,2892,0.06227647868154,0.0001635626855
4066,1400000US37183051102,51102,37, North Carolina,NC,37183, Wake,37183051102,"Census Tract 511.02, Wake County, North Carolina",0.67134914,4336,500,50,27,50,27,37,30,40,38,1310,447,255,114,12,18,62,74,58,40,4,13.4,1377,623.2,0,48,8,16.3,10,16,0,17,10,16,4269,493,52.9,29.7,7.9,7.2,1310,447,34.6,9.5,0.3,0.4,1.4,1.7,1.6,1.1,8,26.5,31.8,13.9,0,1.1,16,31.4,20,28.4,0,33.9,20,28.4,98.5,0.6,0.9831,0.4494,0.9997,0.936,3.3682,0.8891,0.0112,0.0135,0.0098,0.4758,0.5103,0.0234,0.5503,0,0.5503,0.2493,0.7561,0.8915,0,0.8786,0.9966,3.5228,0.9317,7.9516,0.603,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,102,64,2.8,1.8,11750,0.070207502651717,0.0001740944215
4067,1400000US37183051200,51200,37, North Carolina,NC,37183, Wake,37183051200,"Census Tract 512, Wake County, North Carolina",0.72287484,3825,353,2065,45,1887,91,1028,278,310,131,31196,4293,77,76,332,89,264,92,271,118,65,55.9,502,496.4,0,48,454,98.8,0,12,27,46.6,144,70,383,131,29.7,6.6,12.2,4.7,31196,4293,3.3,3.2,8.7,2.6,6.9,2.3,7.1,3.2,3.4,3,13.1,12.9,0,1.3,22,4.8,0,1.7,1.4,2.5,7.6,3.7,10,3.3,0.8516,0.7411,0.3056,0.1134,2.0118,0.5136,0.2041,0.031,0.1431,0.1367,0.5148,0.0236,0.2929,0,0.2929,0.118,0.8217,0,0.4482,0.6165,0.9463,2.8327,0.7047,5.6522,0.2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,482,149,12.6,3.8,10941,0.067242961387129,0.000187636742
4068,1400000US37183051400,51400,37, North Carolina,NC,37183, Wake,37183051400,"Census Tract 514, Wake County, North Carolina",1.11866761,5320,496,2266,97,2102,146,1670,453,185,120,30601,4524,159,124,352,75,930,205,297,147,199,105.3,1069,713.6,0,68,93,61.3,50,56,11,24.8,136,104,241,237,32.8,7.4,5.9,3.5,30601,4524,5.9,4.6,6.6,1.5,17.5,3.5,5.6,2.8,9.5,5,20.1,13.3,0,1.3,4.1,2.7,2.2,2.4,0.5,1.2,6.5,4.8,4.5,4.4,0.8836,0.2669,0.3213,0.2414,1.7132,0.4206,0.1079,0.1765,0.0719,0.5741,0.9304,0.0486,0.4067,0,0.4067,0.1742,0.4958,0.6139,0.259,0.5595,0.8909,2.8192,0.6989,5.8695,0.2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,223,11.4,4.1,3388,0.082983730729613,0.0002881770405
4069,1400000US37183051501,51501,37, North Carolina,NC,37183, Wake,37183051501,"Census Tract 515.01, Wake County, North Carolina",1.48302435,3011,329,1431,65,1303,99,191,115,87,60,70945,11579,18,20,692,84,699,168,228,71,60,37.7,170,473.1,20,47.4,261,63.2,0,12,8,17.7,8,14,0,12,6.3,3.8,6,3.8,70945,11579,0.8,0.9,23,3.2,23.2,5,7.6,2.3,4.6,2.9,5.6,15.7,0.7,1.6,18.2,4.3,0,2.4,0.6,1.4,0.6,1,0,0.4,0.2143,0.2761,0.0192,0.0206,0.5302,0.0633,0.9146,0.5244,0.1724,0.2155,1.8268,0.3645,0.1305,0.3797,0.5102,0.2279,0.7838,0,0.2833,0.0548,0,1.1218,0.0957,3.9891,0.0661,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,61,39,2,1.3,4077,0.091176162046417,0.00038397855
4070,1400000US37183051502,51502,37, North Carolina,NC,37183, Wake,37183051502,"Census Tract 515.02, Wake County, North Carolina",1.03306996,2755,208,1067,48,1043,51,650,283,55,34,43187,7943,113,70,330,36,696,139,202,60,63,60,677,296.3,128,90,112,57.1,0,12,92,58.5,24,22,0,12,23.6,9.2,4.2,2.5,43187,7943,6.9,4.2,12,1.6,25.3,4.7,7.3,2.2,6,5.7,24.6,10.6,5.2,3.6,10.5,5.3,0,3.2,8.8,5.6,2.3,2.1,0,0.4,0.7641,0.129,0.1153,0.2933,1.3017,0.2908,0.3938,0.6654,0.1545,0.3255,1.5392,0.2064,0.4683,0.7622,1.2306,0.6446,0.6675,0,0.8964,0.2196,0,1.7835,0.2613,5.8549,0.2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,126,9,4.2,3858,0.069915069639034,0.0002640176955
4071,1400000US37183051600,51600,37, North Carolina,NC,37183, Wake,37183051600,"Census Tract 516, Wake County, North Carolina",1.52330868,4687,349,2065,36,1895,102,272,144,114,68,64625,9273,79,38,688,136,1129,130,255,76,35,32.3,171,478.9,0,48,29,26.4,33,52,0,17,37,29,163,153,6,3,4.9,2.8,64625,9273,2.5,1.2,14.7,2.6,24.1,2.1,5.6,1.7,1.8,1.7,3.6,10.2,0,1.1,1.4,1.3,1.6,2.5,0,0.9,2,1.6,3.5,3.3,0.2009,0.1819,0.0276,0.0784,0.4888,0.0536,0.5705,0.5859,0.0719,0.0594,1.2877,0.1109,0.0745,0,0.0745,0.0375,0.354,0.5792,0,0.1895,0.86,1.9827,0.3347,3.8337,0.0548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,66,2.6,1.4,6055,0.087027939918044,0.0003915544705
4072,1400000US37183051700,51700,37, North Carolina,NC,37183, Wake,37183051700,"Census Tract 517, Wake County, North Carolina",1.88387158,3208,269,1329,36,1226,84,94,96,27,36,79365,10535,11,15,489,66,949,164,126,62,69,44.6,75,377.6,0,48,22,21.6,5,11,0,17,9,15,1,2,2.9,2.9,1.7,2.3,79365,10535,0.5,0.7,15.2,2.4,29.6,4.5,3.9,2,5.6,3.6,2.3,11.8,0,1.6,1.7,1.6,0.4,0.8,0,1.4,0.7,1.2,0,0.1,0.0679,0.0226,0.0122,0.015,0.1178,0.0015,0.6017,0.8642,0.0268,0.2939,1.7867,0.3398,0.0398,0,0.0398,0.0236,0.3723,0.4416,0,0.0646,0.3258,1.2043,0.1107,3.1486,0.0193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,45,2.2,1.3,4511,0.121531811768255,0.000487284282
4073,1400000US37183051800,51800,37, North Carolina,NC,37183, Wake,37183051800,"Census Tract 518, Wake County, North Carolina",1.4575976,4697,499,2440,36,2232,160,541,268,114,102,48036,8292,122,74,717,340,748,113,246,98,175,89.5,992,722.9,41,60.4,221,118.6,0,12,18,33.2,134,70,282,333,12.3,5.7,4.1,3.4,48036,8292,3.2,1.9,15.3,6.2,15.9,1.7,5.6,2.2,7.8,4,21.1,15.2,0.9,1.4,9.1,4.9,0,1.4,0.8,1.5,6,3.1,6,7.1,0.4647,0.1223,0.0808,0.1088,0.7766,0.1278,0.6082,0.1283,0.0719,0.4636,1.2719,0.1068,0.4214,0.4341,0.8555,0.4225,0.6376,0,0.3307,0.5297,0.9168,2.4148,0.5175,5.3188,0.2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,349,229,7.9,5,5417,0.099250997468663,0.000379232268
4074,1400000US37183051900,51900,37, North Carolina,NC,37183, Wake,37183051900,"Census Tract 519, Wake County, North Carolina",1.70065151,5024,459,2181,52,2039,111,1486,444,443,181,19161,2555,561,197,418,85,1348,361,694,177,370,112.3,3833,528,129,91.4,243,116.2,10,16,55,49,372,144,25,22,29.7,7.4,16.5,5.7,19161,2555,17.6,5.9,8.3,1.8,26.8,6.8,13.8,3.8,18.1,5.4,76.3,7.9,2.9,2.1,11.1,5.3,0.5,0.7,2.7,2.4,18.2,7,0.5,0.4,0.8516,0.8822,0.7495,0.7039,3.1871,0.846,0.1836,0.7549,0.611,0.8891,2.4386,0.7611,0.8399,0.6572,1.4971,0.7863,0.6794,0.4574,0.626,0.8619,0.5945,3.2193,0.8506,10.3421,0.8951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,302,22.9,6.2,5631,0.094468912917797,0.000446390925
4075,1400000US37183052001,52001,37, North Carolina,NC,37183, Wake,37183052001,"Census Tract 520.01, Wake County, North Carolina",1.31297923,4133,465,1652,59,1506,96,1499,445,408,170,14284,1820,848,267,386,132,1069,279,522,139,301,105.5,3673,495.8,502,264.9,619,144.5,0,12,121,76.9,279,100,342,157,39.6,10,19.3,7.3,14284,1820,35.9,9.3,9.3,3.1,25.9,6.1,13.7,3.8,20,6.9,88.9,6.6,13.6,7,37.5,8.6,0,2.1,8,5.1,18.5,6.7,8.3,3.7,0.9344,0.9276,0.9002,0.9429,3.7052,0.9661,0.2355,0.7018,0.6047,0.9188,2.4608,0.7728,0.9041,0.9051,1.8092,0.9357,0.9105,0,0.8821,0.8651,0.9368,3.5945,0.9463,11.5696,0.982,1,1,1,1,4,0,0,0,1,1,1,1,2,1,0,0,0,1,2,9,1363,381,35.8,8.1,9439,0.101586378932244,0.0003410671975
4076,1400000US37183052002,52002,37, North Carolina,NC,37183, Wake,37183052002,"Census Tract 520.02, Wake County, North Carolina",1.49778271,4859,602,1932,67,1669,124,1455,534,218,127,16245,2220,587,145,815,89,1518,372,971,164,393,139.6,4641,610.7,123,65.3,14,25.9,0,12,104,68.1,194,88,15,8,30,10.1,10.3,6.1,16245,2220,19.4,4.6,16.8,2.7,31.2,6.6,20,3.8,23.5,8.2,95.5,4.2,2.7,1.4,0.7,1.3,0,1.8,6.2,4.1,11.6,5.2,0.3,0.2,0.8547,0.6344,0.8479,0.7467,3.0838,0.8198,0.6997,0.9084,0.8878,0.9552,3.4511,0.9987,0.9476,0.6444,1.592,0.8335,0.294,0,0.8391,0.7546,0.5244,2.4121,0.516,10.539,0.9133,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,3,874,247,18,4.3,2724,0.094214968637697,0.000384419032999
4077,1400000US37183052101,52101,37, North Carolina,NC,37183, Wake,37183052101,"Census Tract 521.01, Wake County, North Carolina",2.92332844,7215,857,2914,98,2599,178,1696,647,618,274,19647,3013,931,296,939,168,1816,520,1259,298,205,103.4,6736,889.4,343,194.1,0,24,180,121,61,95,347,146,26,23,23.6,7.5,17.3,6.8,19647,3013,20.2,5.7,13,2.9,25.2,6.6,17.5,4.6,7.9,3.9,93.4,5.4,5,2.8,0,0.8,6.2,4.2,2.3,3.7,13.4,5.5,0.4,0.3,0.7641,0.8976,0.7306,0.7647,3.1571,0.8389,0.4593,0.6596,0.8051,0.4672,2.3912,0.7342,0.9315,0.7567,1.6882,0.8789,0,0.7208,0.5849,0.7926,0.5469,2.6451,0.6221,9.8816,0.8477,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1996,552,27.7,5.8,4269,0.133520692858213,0.000756425085501
4078,1400000US37183052102,52102,37, North Carolina,NC,37183, Wake,37183052102,"Census Tract 521.02, Wake County, North Carolina",1.66660195,6459,743,2034,76,2007,83,1935,631,608,232,15969,2011,711,245,441,80,2272,466,782,235,453,126.6,6184,754.5,407,163.7,182,69.9,9,15,130,78.4,221,99,14,8,30.4,8.7,18.7,6.4,15969,2011,19.1,5.8,6.8,1.5,35.2,6,12.1,3.9,22.6,6.2,95.7,3.9,7.1,2.8,8.9,3.4,0.4,0.7,6.5,3.9,11,4.8,0.2,0.1,0.8591,0.9194,0.8564,0.7399,3.3749,0.8906,0.1154,0.9694,0.4977,0.9466,2.5292,0.8076,0.9494,0.8142,1.7635,0.9146,0.6352,0.4416,0.847,0.7395,0.4746,3.138,0.8242,10.8055,0.9366,0,1,0,0,1,0,1,0,1,2,1,0,1,0,0,0,0,0,0,4,1579,485,24.5,6.6,2011,0.113755571881872,0.0004320365335
4079,1400000US37183052301,52301,37, North Carolina,NC,37183, Wake,37183052301,"Census Tract 523.01, Wake County, North Carolina",1.54993119,5936,652,3045,83,2762,169,1754,350,103,70,23505,3050,127,99,119,100,419,188,254,131,112,84.7,2015,824.1,212,199.5,1499,274.9,0,17,82,79.2,243,113,117,74,30.1,5.2,2.4,1.7,23505,3050,4.1,3.1,2,1.7,7.1,3.1,4.3,2.2,4.1,3.1,33.9,13.4,3.7,3.5,49.2,8.9,0,1.1,3,2.9,8.8,4,2,1.2,0.8559,0.0385,0.5701,0.1518,1.6162,0.3904,0.0185,0.0318,0.034,0.1759,0.2603,0.0146,0.5732,0.7011,1.2743,0.6689,0.9435,0,0.6536,0.6672,0.7802,3.0446,0.7895,6.1955,0.3319,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,660,278,11.2,4.5,2645,0.086943748965645,0.0004363543555
4080,1400000US37183052302,52302,37, North Carolina,NC,37183, Wake,37183052302,"Census Tract 523.02, Wake County, North Carolina",3.69979153,7337,825,3017,108,2685,187,2880,618,772,341,18703,2565,277,144,377,103,703,291,495,195,147,103.5,2580,1074.9,82,80.9,1025,205.1,0,17,45,53.8,139,89,380,200,40.9,6.7,15.8,6.4,18703,2565,7.8,3.9,5.1,1.4,9.6,3.8,7,2.7,5.5,3.8,35.2,14.1,1.1,1.1,34,6.7,0,1.2,1.7,2,5.2,3.3,5.2,2.7,0.9417,0.8654,0.7661,0.3397,2.9129,0.7751,0.0604,0.0446,0.1372,0.2818,0.524,0.024,0.585,0.4725,1.0575,0.5484,0.8965,0,0.489,0.4769,0.9046,2.767,0.6761,7.2613,0.4985,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1075,363,15.2,4.5,16414,0.132709263331633,0.0009830884815
4081,1400000US37183052401,52401,37, North Carolina,NC,37183, Wake,37183052401,"Census Tract 524.01, Wake County, North Carolina",5.05121262,3801,377,1455,43,1359,82,517,191,84,64,26163,4676,85,108,87,28,438,149,128,54,97,81.9,1587,495.1,53,81.8,923,153.5,0,12,9,20.8,52,37,960,251,18.2,6.3,3.9,2.8,26163,4676,4.6,5.7,2.3,0.8,11.5,3.7,3.4,1.4,7.1,6,41.8,12.4,1.5,2.2,63.4,10.4,0,2.4,0.7,1.5,3.8,2.8,25.3,6.1,0.6513,0.1085,0.4641,0.176,1.3999,0.3225,0.0201,0.0598,0.0202,0.4116,0.5116,0.0234,0.6421,0.519,1.161,0.6055,0.9669,0,0.2959,0.365,0.976,2.6038,0.603,5.6763,0.2556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,464,181,12.2,4.3,20626,0.187539235738468,0.001307057866501
4082,1400000US37183052404,52404,37, North Carolina,NC,37183, Wake,37183052404,"Census Tract 524.04, Wake County, North Carolina",1.23265728,4466,470,1643,55,1477,107,1321,377,212,93,28288,4005,181,75,387,64,929,238,393,141,95,57.9,1543,625,214,120.8,80,43.5,0,12,37,41.8,54,31,11,14,29.6,6.9,8.4,3.4,28288,4005,7.4,2.9,8.7,1.5,20.8,4.9,8.8,2.9,6.4,3.9,34.5,13.5,5.2,2.9,4.9,2.6,0,2.1,2.5,2.8,3.7,2.1,0.2,0.3,0.8504,0.4921,0.3903,0.319,2.0518,0.5269,0.2041,0.3525,0.2545,0.3563,1.1674,0.0824,0.5791,0.7612,1.3403,0.7048,0.5235,0,0.6036,0.3555,0.4913,1.9739,0.3312,6.5334,0.3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,234,14.6,4.9,4601,0.086357895729244,0.0003280418135
4083,1400000US37183052406,52406,37, North Carolina,NC,37183, Wake,37183052406,"Census Tract 524.06, Wake County, North Carolina",1.4915182,7032,583,3424,64,3128,149,2078,412,204,109,20478,2028,597,264,432,138,1428,319,529,194,423,188.3,3621,746.4,414,270,1549,301.7,53,67,147,105.8,141,84,1,2,29.6,5.4,4.6,2.4,20478,2028,14.4,5.8,6.1,1.9,20.3,4.2,7.6,2.8,13.5,6,51.5,9.7,6.4,4.1,45.2,8.8,1.5,2,4.7,3.4,4.5,2.6,0,0,0.8504,0.159,0.697,0.6129,2.3193,0.6073,0.0898,0.3198,0.1724,0.7692,1.3511,0.1304,0.7098,0.7963,1.5061,0.7913,0.9339,0.5721,0.7774,0.4236,0.2994,3.0064,0.7759,8.183,0.6359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1562,423,22.4,5.4,2151,0.098890646316007,0.0003864697185
